,SRR_Acc,V1,V2,V3,V4,file_size,V6,V7,V8,Assay.Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center.Name,Consent,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,Experiment,GEO_Accession..exp.,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,source_name,SRA.Study,cell_type,donor_id,cell_line,supplemented_with,disease_state,Tissue,celltype,clone_id
1,SRR7245880,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,791698527,May,26,00:35,ATAC-seq,150,1373629650,PRJNA474186,SAMN09291969,588650216,GEO,public,fastq,sra,s3,gs,ncbi,ncbi.public,s3.us-east-1,gs.US,SRX4150706,GSM3169365,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169365,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
2,SRR7245881,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,765443705,May,26,00:36,ATAC-seq,150,1316753250,PRJNA474186,SAMN09291967,563573770,GEO,public,fastq,sra,gs,s3,ncbi,ncbi.public,s3.us-east-1,gs.US,SRX4150707,GSM3169366,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169366,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
3,SRR7245882,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,874409191,May,26,00:37,ATAC-seq,150,1505913750,PRJNA474186,SAMN09291965,645858154,GEO,public,sra,fastq,ncbi,s3,gs,s3.us-east-1,ncbi.public,gs.US,SRX4150708,GSM3169367,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169367,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
4,SRR7245883,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,698032636,May,26,00:38,ATAC-seq,150,1206489750,PRJNA474186,SAMN09291963,516559859,GEO,public,fastq,sra,ncbi,gs,s3,s3.us-east-1,gs.US,ncbi.public,SRX4150709,GSM3169368,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169368,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
5,SRR7245884,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,674497962,May,26,00:39,ATAC-seq,150,1149389850,PRJNA474186,SAMN09292041,491496522,GEO,public,fastq,sra,gs,ncbi,s3,s3.us-east-1,ncbi.public,gs.US,SRX4150710,GSM3169369,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169369,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
6,SRR7245885,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,730540124,May,26,00:40,ATAC-seq,150,1253844000,PRJNA474186,SAMN09292039,537777107,GEO,public,fastq,sra,s3,gs,ncbi,ncbi.public,gs.US,s3.us-east-1,SRX4150711,GSM3169370,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169370,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
7,SRR7245886,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,751321571,May,26,00:41,ATAC-seq,150,1296887250,PRJNA474186,SAMN09292037,555191457,GEO,public,fastq,sra,s3,gs,ncbi,s3.us-east-1,ncbi.public,gs.US,SRX4150712,GSM3169371,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169371,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
8,SRR7245887,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,659052834,May,26,00:42,ATAC-seq,150,1139798550,PRJNA474186,SAMN09292035,488084759,GEO,public,sra,fastq,gs,ncbi,s3,ncbi.public,gs.US,s3.us-east-1,SRX4150713,GSM3169372,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169372,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
9,SRR7245888,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,742494606,May,26,00:43,ATAC-seq,150,1377996750,PRJNA474186,SAMN09292033,570023241,GEO,public,sra,fastq,gs,ncbi,s3,ncbi.public,gs.US,s3.us-east-1,SRX4150714,GSM3169373,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169373,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
10,SRR7245889,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,625163358,May,26,00:44,ATAC-seq,150,1062058650,PRJNA474186,SAMN09292031,456606828,GEO,public,fastq,sra,s3,ncbi,gs,gs.US,ncbi.public,s3.us-east-1,SRX4150715,GSM3169374,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169374,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
11,SRR7245890,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,833618622,May,26,00:45,ATAC-seq,150,1430708250,PRJNA474186,SAMN09292028,613892021,GEO,public,fastq,sra,s3,gs,ncbi,ncbi.public,gs.US,s3.us-east-1,SRX4150716,GSM3169375,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169375,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
12,SRR7245891,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,548603607,May,26,00:46,ATAC-seq,150,942627750,PRJNA474186,SAMN09292026,403520449,GEO,public,fastq,sra,gs,ncbi,s3,s3.us-east-1,ncbi.public,gs.US,SRX4150717,GSM3169376,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169376,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
13,SRR7245892,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,661222040,May,26,00:47,ATAC-seq,150,1147711050,PRJNA474186,SAMN09291928,489752123,GEO,public,fastq,sra,s3,ncbi,gs,s3.us-east-1,ncbi.public,gs.US,SRX4150718,GSM3169377,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169377,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
14,SRR7245893,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,866014226,May,26,00:48,ATAC-seq,150,1519263300,PRJNA474186,SAMN09291926,649825471,GEO,public,fastq,sra,s3,ncbi,gs,s3.us-east-1,ncbi.public,gs.US,SRX4150719,GSM3169378,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169378,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
15,SRR7245894,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,349382521,May,26,00:49,ATAC-seq,76,557998232,PRJNA474186,SAMN09292000,225525162,GEO,public,fastq,sra,s3,gs,ncbi,ncbi.public,gs.US,s3.us-east-1,SRX4150720,GSM3169379,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169379,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
16,SRR7245895,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,297074536,May,26,00:50,ATAC-seq,76,470695968,PRJNA474186,SAMN09291997,190119396,GEO,public,sra,fastq,ncbi,s3,gs,gs.US,s3.us-east-1,ncbi.public,SRX4150721,GSM3169380,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169380,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
17,SRR7245896,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,527001356,May,26,00:50,ATAC-seq,76,830138424,PRJNA474186,SAMN09291993,336444018,GEO,public,sra,fastq,gs,ncbi,s3,ncbi.public,gs.US,s3.us-east-1,SRX4150722,GSM3169381,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169381,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
18,SRR7245897,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,537817282,May,26,00:51,ATAC-seq,76,833493596,PRJNA474186,SAMN09291991,341696455,GEO,public,fastq,sra,s3,gs,ncbi,ncbi.public,s3.us-east-1,gs.US,SRX4150723,GSM3169382,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169382,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
19,SRR7245898,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,455894248,May,26,00:52,ATAC-seq,76,707037120,PRJNA474186,SAMN09291988,290632365,GEO,public,fastq,sra,s3,gs,ncbi,ncbi.public,gs.US,s3.us-east-1,SRX4150724,GSM3169383,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169383,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
20,SRR7245899,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,220530389,May,26,00:53,ATAC-seq,76,318920852,PRJNA474186,SAMN09291986,140035261,GEO,public,fastq,sra,s3,ncbi,gs,s3.us-east-1,ncbi.public,gs.US,SRX4150725,GSM3169384,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169384,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
21,SRR7245900,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,560693388,May,26,00:54,ATAC-seq,76,871242492,PRJNA474186,SAMN09291984,357710549,GEO,public,fastq,sra,s3,ncbi,gs,s3.us-east-1,ncbi.public,gs.US,SRX4150726,GSM3169385,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169385,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
22,SRR7245901,-rwxr-xr-x,1,c0078068,rockhpc_clsclmr,601475084,May,26,00:55,ATAC-seq,76,940144624,PRJNA474186,SAMN09291981,384495115,GEO,public,fastq,sra,s3,ncbi,gs,s3.us-east-1,ncbi.public,gs.US,SRX4150727,GSM3169386,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169386,ATCC,SRP149534,hematopoietic cell line,,TF1,,,,,
